Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
2,1,2,2,-1,-1,-1,1,2,1,1,1,739,1,1
2,2,2,2,0,1,0,1,2,1,2,1,940,1,1
1,2,2,2,1,0,0,1,2,1,3,1,1011,1,1
2,2,1,1,1,1,1,1,1,1,4,1,491,1,1
1,1,2,2,1,1,1,1,2,1,5,1,868,1,1
2,2,2,1,1,0,1,1,1,1,6,1,605,0,1
2,1,2,2,0,1,1,1,2,1,7,-1,-1,1,1
1,1,1,1,1,0,1,1,1,1,8,-1,-1,1,1
2,2,2,2,1,0,1,1,2,1,9,1,720,1,1
1,1,2,2,1,0,0,1,2,1,10,1,1190,1,1
1,1,2,2,0,0,0,1,2,1,11,1,706,1,1
2,2,2,1,1,1,1,1,1,1,12,1,504,0,1
1,2,2,2,1,0,1,1,2,1,13,1,851,1,1
2,1,1,2,1,1,0,1,2,1,14,0,1289,0,1
1,2,2,2,1,1,0,1,2,1,15,1,1012,1,1
2,1,1,1,1,1,1,1,1,1,16,1,522,1,1
1,1,2,1,1,1,1,1,2,1,17,1,946,0,1
1,2,1,2,0,1,1,1,1,1,18,1,1244,0,1
2,1,2,2,1,1,1,1,2,1,19,1,806,1,1
1,2,2,1,1,1,0,1,2,1,20,1,1018,0,1
2,1,2,1,1,0,1,1,1,1,21,1,582,0,1
2,1,1,1,0,0,0,1,1,1,22,1,782,1,1
2,2,1,1,0,1,0,1,1,1,23,1,655,1,1
1,1,1,1,1,1,0,1,1,1,24,1,1045,1,1
2,2,1,1,1,1,0,1,1,1,25,1,539,1,1
1,1,1,1,1,0,0,1,1,1,26,1,1281,1,1
2,2,2,2,1,0,1,1,2,1,27,1,644,1,1
1,1,1,1,1,0,1,1,1,1,28,1,1037,1,1
2,1,2,2,1,0,1,1,2,1,29,1,611,1,1
2,2,2,2,0,1,0,1,2,1,30,1,938,1,1
1,2,2,2,1,1,0,1,2,1,31,1,817,1,1
2,1,1,1,1,1,1,1,1,1,32,1,647,1,1
1,1,1,2,1,0,0,1,1,1,33,0,687,0,1
2,1,1,2,1,0,1,1,2,1,34,1,839,0,1
1,2,2,2,1,1,0,1,2,1,35,1,863,1,1
2,2,1,1,1,1,1,1,1,1,36,1,583,1,1
1,1,1,2,1,1,0,1,1,1,37,1,986,0,1
1,2,1,1,0,1,0,1,1,1,38,1,803,1,1
1,2,2,1,0,0,1,1,2,1,39,1,922,0,1
2,1,2,2,1,0,0,1,2,1,40,1,691,1,1
1,2,1,1,1,1,1,1,1,1,41,1,858,1,1
1,2,1,1,0,0,0,1,1,1,42,1,996,1,1
2,2,1,1,1,1,0,1,1,1,43,1,704,1,1
1,1,1,2,1,1,0,1,1,1,44,0,850,0,1
2,1,1,2,1,1,1,1,2,1,45,1,618,0,1
2,2,2,1,0,1,1,1,1,1,46,1,754,0,1
1,1,1,2,1,0,0,1,1,1,47,1,618,0,1
2,1,2,2,1,1,1,1,2,1,48,1,597,1,1
1,2,1,1,1,1,1,1,1,1,49,1,1083,1,1
1,1,1,1,0,1,0,1,1,1,50,1,709,1,1
2,1,1,1,1,1,0,1,1,1,51,1,1227,1,1
1,1,1,1,1,0,0,1,1,1,52,1,1139,1,1
2,1,1,2,1,1,1,1,2,1,53,1,842,0,1
1,2,1,2,1,0,1,1,1,1,54,-1,-1,0,1
2,1,2,2,1,0,1,1,2,1,55,1,819,1,1
1,1,2,2,1,1,0,1,2,1,56,1,1177,1,1
2,2,2,1,1,1,1,1,1,1,57,1,877,0,1
2,1,2,2,0,1,1,1,2,1,58,1,663,1,1
1,2,2,2,1,1,0,1,2,1,59,1,783,1,1
2,2,1,2,1,1,0,1,2,1,60,1,615,0,1
2,1,2,1,0,1,1,1,1,1,61,1,624,0,1
1,1,1,2,1,0,0,1,1,1,62,1,985,0,1
2,1,2,2,1,0,1,1,2,1,63,1,579,1,1
1,1,2,2,1,1,0,1,2,1,64,0,1376,1,1
2,2,1,1,1,0,1,1,1,1,65,1,712,1,1
1,1,1,1,1,1,0,1,1,1,66,1,1105,1,1
2,2,2,1,1,0,0,1,1,1,67,-1,-1,0,1
2,2,2,2,0,0,1,1,2,1,68,1,1374,1,1
1,2,2,1,1,1,0,1,2,1,69,-1,-1,0,1
2,1,2,2,1,0,0,1,2,1,70,1,645,1,1
2,2,1,1,0,1,1,1,1,1,71,1,701,1,1
1,2,2,2,1,0,1,1,2,1,72,1,886,1,1
2,2,1,1,1,1,1,1,1,1,73,1,621,1,1
1,2,1,1,1,0,0,1,1,1,74,1,800,1,1
1,2,1,1,0,0,0,1,1,1,75,1,949,1,1
2,2,2,2,1,0,1,1,2,1,76,1,669,1,1
2,2,2,1,0,0,1,1,1,1,77,1,660,0,1
1,2,2,2,1,0,1,1,2,1,78,-1,-1,1,1
2,2,1,1,1,0,1,1,1,1,79,-1,-1,1,1
1,2,1,1,1,1,0,1,1,1,80,-1,-1,1,1
2,2,1,1,1,1,0,1,1,1,81,-1,-1,1,1
1,1,2,2,1,0,1,1,2,1,82,1,1315,1,1
1,1,1,2,0,0,1,1,1,1,83,1,778,0,1
2,1,2,2,1,0,1,1,2,1,84,1,994,1,1
1,2,1,1,1,1,1,1,1,1,85,1,795,1,1
2,1,1,1,1,1,0,1,1,1,86,1,582,1,1
