Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
2,2,2,1,-1,-1,-1,1,1,1,1,0,828,0,0
1,2,2,2,1,0,1,1,2,1,2,1,889,1,0
1,1,1,1,0,1,1,1,1,1,3,1,1235,1,0
1,1,1,1,0,0,0,1,1,1,4,1,681,1,0
2,1,2,2,1,0,1,1,2,1,5,1,1027,1,0
2,1,1,1,0,0,1,1,1,1,6,1,804,1,0
2,1,2,1,0,0,0,1,1,1,7,0,1011,0,0
2,2,2,2,0,1,1,1,2,1,8,0,1388,1,0
1,2,2,2,1,0,0,1,2,1,9,1,851,1,0
1,2,2,2,0,0,0,1,2,1,10,0,1134,1,0
1,2,1,1,0,0,1,1,1,1,11,1,800,1,0
1,2,1,1,0,0,0,1,1,1,12,1,436,1,0
1,1,2,2,0,1,1,1,2,1,13,1,928,1,0
1,1,1,2,0,0,1,1,1,1,14,1,749,0,0
1,2,1,1,0,1,0,1,1,1,15,1,985,1,0
1,1,2,2,0,1,1,1,2,1,16,1,925,1,0
2,1,1,2,1,0,0,1,2,1,17,1,985,0,0
1,1,2,2,1,1,0,1,2,1,18,1,982,1,0
1,1,1,2,0,0,1,1,1,1,19,0,1043,0,0
1,1,1,2,0,0,0,1,1,1,20,0,771,0,0
1,2,2,2,0,1,1,1,2,1,21,1,1151,1,0
1,1,2,2,0,1,0,1,2,1,22,1,773,1,0
1,1,2,2,0,0,0,1,2,1,23,1,863,1,0
1,2,2,2,0,1,0,1,2,1,24,1,500,1,0
2,2,2,2,1,1,0,1,2,1,25,1,771,1,0
2,2,2,2,0,0,0,1,2,1,26,1,530,1,0
1,1,2,2,1,0,0,1,2,1,27,1,735,1,0
2,1,2,2,1,1,0,1,2,1,28,1,642,1,0
2,1,2,2,0,0,0,1,2,1,29,1,765,1,0
2,1,2,2,0,0,0,1,2,1,30,1,701,1,0
2,1,2,1,0,0,1,1,1,1,31,0,875,0,0
2,1,2,1,0,0,0,1,1,1,32,0,602,0,0
1,2,1,1,1,0,0,1,1,1,33,1,696,1,0
2,1,2,1,1,1,0,1,1,1,34,0,1030,0,0
2,1,2,2,0,0,1,1,2,1,35,1,742,1,0
1,2,1,1,1,1,1,1,1,1,36,1,1075,1,0
1,2,2,2,0,0,1,1,2,1,37,1,931,1,0
1,1,2,1,0,1,0,1,2,1,38,1,1226,0,0
1,1,2,2,0,0,0,1,2,1,39,1,1144,1,0
1,2,2,2,0,1,0,1,2,1,40,1,1209,1,0
2,2,2,1,1,1,1,1,1,1,41,0,367,0,0
1,2,1,1,1,1,0,1,1,1,42,1,871,1,0
2,2,2,2,1,1,1,1,2,1,43,1,1030,1,0
2,1,2,2,0,1,0,1,2,1,44,1,901,1,0
2,2,2,2,0,1,0,1,2,1,45,1,774,1,0
2,1,1,1,0,1,1,1,1,1,46,0,741,1,0
2,2,1,1,0,1,0,1,1,1,47,1,628,1,0
2,2,2,2,0,0,1,1,2,1,48,1,325,1,0
1,1,1,1,1,1,1,1,1,1,49,1,691,1,0
1,1,2,2,0,0,1,1,2,1,50,1,593,1,0
2,1,2,2,1,0,0,1,2,1,51,1,592,1,0
1,2,2,2,1,0,0,1,2,1,52,1,704,1,0
1,2,2,2,0,0,0,1,2,1,53,1,828,1,0
1,2,2,1,0,0,0,1,2,1,54,1,1002,0,0
2,1,1,1,1,0,1,1,1,1,55,1,609,1,0
2,2,2,1,0,1,0,1,1,1,56,0,984,0,0
2,1,1,1,0,1,0,1,1,1,57,1,1062,1,0
2,2,2,2,0,1,1,1,2,1,58,1,1173,1,0
2,1,2,1,0,1,1,1,1,1,59,0,664,0,0
2,1,2,2,0,0,1,1,2,1,60,0,0,1,0
1,1,1,2,1,1,1,1,1,1,61,1,1155,0,0
1,2,2,2,0,1,1,1,2,1,62,1,661,1,0
1,1,1,2,0,1,1,1,1,1,63,1,1263,0,0
