Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
2,2,2,2,-1,-1,-1,1,2,1,1,1,938,1,1
2,2,1,1,0,0,1,1,1,1,2,1,871,1,1
2,2,1,1,0,0,0,1,1,1,3,1,630,1,1
1,1,2,2,1,0,1,1,2,1,4,1,873,1,1
1,1,1,1,0,0,1,1,1,1,5,1,571,1,1
2,1,1,1,1,1,0,1,1,1,6,1,762,1,1
1,1,1,1,1,1,0,1,1,1,7,1,613,1,1
2,1,2,2,1,1,1,1,2,1,8,1,947,1,1
1,1,2,2,1,0,0,1,2,1,9,0,845,1,1
1,2,2,1,0,1,0,1,2,1,10,1,1159,0,1
1,1,1,2,0,1,1,1,1,1,11,1,564,0,1
1,1,1,1,0,0,0,1,1,1,12,1,487,1,1
2,2,2,2,1,0,1,1,2,1,13,1,1070,1,1
1,1,2,2,1,0,0,1,2,1,14,1,1076,1,1
2,1,2,2,1,0,0,1,2,1,15,1,896,1,1
1,2,1,1,1,0,1,1,1,1,16,1,627,1,1
2,2,1,1,1,0,0,1,1,1,17,1,813,1,1
1,1,2,2,1,1,1,1,2,1,18,1,910,1,1
2,1,2,2,1,0,0,1,2,1,19,1,718,1,1
2,1,2,2,0,0,0,1,2,1,20,1,661,1,1
1,2,2,1,1,1,0,1,2,1,21,1,598,0,1
2,2,2,2,1,0,0,1,2,1,22,0,896,1,1
1,2,2,2,1,1,0,1,2,1,23,1,960,1,1
2,1,1,1,1,1,1,1,1,1,24,1,938,1,1
2,2,1,1,0,1,0,1,1,1,25,1,1125,1,1
1,1,1,1,1,0,0,1,1,1,26,1,568,1,1
2,1,1,1,1,0,0,1,1,1,27,1,1267,1,1
1,2,2,2,1,0,1,1,2,1,28,0,1057,1,1
2,2,1,1,1,1,1,1,1,1,29,1,1061,1,1
1,1,2,2,1,1,1,1,2,1,30,0,838,1,1
2,1,2,2,1,1,0,1,2,1,31,0,1165,1,1
2,2,1,2,0,1,0,1,2,1,32,0,756,0,1
1,2,2,1,1,0,0,1,2,1,33,1,972,0,1
2,1,2,2,1,0,0,1,2,1,34,1,1120,1,1
1,2,1,2,1,0,1,1,1,1,35,1,879,0,1
2,1,1,2,1,1,1,1,2,1,36,1,1006,0,1
1,1,1,1,1,1,1,1,1,1,37,1,594,1,1
1,1,2,1,0,0,1,1,2,1,38,1,667,0,1
2,2,1,1,1,1,1,1,1,1,39,1,498,1,1
2,2,2,1,0,0,0,1,1,1,40,1,898,0,1
1,1,1,1,1,0,0,1,1,1,41,1,701,1,1
2,1,1,1,1,1,0,1,1,1,42,1,571,1,1
1,1,2,2,1,0,1,1,2,1,43,1,730,1,1
2,1,2,1,1,0,1,1,1,1,44,1,809,0,1
2,2,2,2,0,1,1,1,2,1,45,0,715,1,1
1,2,2,2,1,1,0,1,2,1,46,1,741,1,1
1,2,1,1,0,0,1,1,1,1,47,1,791,1,1
2,2,1,1,1,0,0,1,1,1,48,1,876,1,1
1,2,2,2,1,1,1,1,2,1,49,1,903,1,1
2,1,1,2,1,0,0,1,2,1,50,0,826,0,1
2,1,1,1,0,0,1,1,1,1,51,1,903,1,1
1,1,1,1,1,1,0,1,1,1,52,1,835,1,1
2,1,2,1,1,1,0,1,1,1,53,0,702,0,1
1,2,2,2,1,1,1,1,2,1,54,1,1192,1,1
2,2,1,1,1,1,1,1,1,1,55,1,536,1,1
1,1,1,1,1,1,0,1,1,1,56,1,679,1,1
