Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
2,2,2,2,-1,-1,-1,1,2,1,1,1,490,1,0
1,1,1,1,1,1,1,1,1,1,2,1,1137,1,0
1,1,1,2,0,0,0,1,1,1,3,-1,-1,0,0
1,2,1,2,0,1,0,1,1,1,4,0,409,0,0
2,1,2,2,1,0,1,1,2,1,5,-1,-1,1,0
2,2,1,2,0,1,0,1,2,1,6,1,584,0,0
2,2,2,2,0,0,0,1,2,1,7,0,532,1,0
2,1,1,1,0,1,1,1,1,1,8,0,600,1,0
1,2,2,2,1,1,1,1,2,1,9,-1,-1,1,0
1,1,2,2,0,1,0,1,2,1,10,1,323,1,0
1,1,1,1,0,0,1,1,1,1,11,1,951,1,0
2,2,2,2,1,0,1,1,2,1,12,1,1189,1,0
1,2,1,1,1,0,1,1,1,1,13,1,831,1,0
1,2,1,1,0,0,0,1,1,1,14,1,1278,1,0
1,1,1,2,0,1,0,1,1,1,15,1,1329,0,0
1,1,2,2,0,0,1,1,2,1,16,1,1106,1,0
1,1,2,2,0,0,0,1,2,1,17,1,1062,1,0
1,2,2,2,0,1,0,1,2,1,18,1,1049,1,0
1,2,1,2,0,0,1,1,1,1,19,1,965,0,0
2,2,1,1,1,0,0,1,1,1,20,1,924,1,0
1,2,2,2,1,1,1,1,2,1,21,1,959,1,0
1,1,1,1,0,1,1,1,1,1,22,1,830,1,0
2,2,1,1,1,1,0,1,1,1,23,1,834,1,0
2,1,1,1,0,1,0,1,1,1,24,1,1237,1,0
2,1,1,1,0,0,0,1,1,1,25,1,1144,1,0
2,1,2,2,0,0,1,1,2,1,26,1,851,1,0
2,2,1,1,0,1,1,1,1,1,27,1,708,1,0
1,2,1,1,1,0,0,1,1,1,28,1,1097,1,0
1,1,2,2,0,1,1,1,2,1,29,1,644,1,0
1,2,1,1,0,1,1,1,1,1,30,1,759,1,0
1,2,2,1,0,0,1,1,2,1,31,1,651,0,0
1,2,2,2,0,0,0,1,2,1,32,1,955,1,0
2,1,1,1,1,1,1,1,1,1,33,1,720,1,0
1,1,1,1,1,0,0,1,1,1,34,1,880,1,0
2,1,1,1,1,0,0,1,1,1,35,0,1319,1,0
2,1,1,1,0,0,0,1,1,1,36,1,1122,1,0
2,2,2,2,0,1,1,1,2,1,37,1,1204,1,0
2,1,1,1,0,1,1,1,1,1,38,1,738,1,0
2,2,1,1,0,1,0,1,1,1,39,1,888,1,0
1,2,2,2,1,1,1,1,2,1,40,1,1258,1,0
1,2,2,2,0,0,0,1,2,1,41,1,836,1,0
1,1,2,2,0,1,0,1,2,1,42,1,846,1,0
1,1,1,2,0,0,1,1,1,1,43,1,784,0,0
2,1,1,1,1,1,0,1,1,1,44,1,824,1,0
2,2,1,2,0,1,1,1,2,1,45,0,807,0,0
2,1,2,1,0,1,1,1,1,1,46,0,994,0,0
2,1,1,2,0,0,1,1,2,1,47,0,1079,0,0
2,2,2,2,0,1,0,1,2,1,48,1,1002,1,0
2,2,1,1,0,0,1,1,1,1,49,1,1383,1,0
2,1,1,1,0,1,0,1,1,1,50,1,1333,1,0
1,2,1,1,1,0,0,1,1,1,51,1,1324,1,0
1,2,1,1,0,0,0,1,1,1,52,-1,-1,1,0
1,2,2,2,0,0,1,1,2,1,53,1,1081,1,0
1,1,2,1,0,1,0,1,2,1,54,0,963,0,0
2,2,2,1,1,0,1,1,1,1,55,-1,-1,0,0
2,2,2,2,0,0,1,1,2,1,56,1,1363,1,0
1,1,2,2,1,1,0,1,2,1,57,1,1040,1,0
1,1,1,1,0,0,1,1,1,1,58,1,770,1,0
1,1,1,1,0,0,0,1,1,1,59,1,1063,1,0
1,1,2,2,0,0,1,1,2,1,60,1,801,1,0
1,2,2,1,0,1,0,1,2,1,61,1,907,0,0
1,1,2,2,0,1,0,1,2,1,62,1,1194,1,0
1,1,1,1,0,0,1,1,1,1,63,1,713,1,0
2,1,2,1,1,1,0,1,1,1,64,0,850,0,0
2,2,1,1,0,1,0,1,1,1,65,1,1057,1,0
2,1,2,1,0,1,0,1,1,1,66,1,1051,0,0
2,1,2,2,0,0,1,1,2,1,67,1,1123,1,0
2,2,2,2,0,1,0,1,2,1,68,1,846,1,0
2,2,2,2,0,0,0,1,2,1,69,1,794,1,0
2,2,1,1,0,0,1,1,1,1,70,1,1206,1,0
2,2,1,2,0,0,1,1,2,1,71,1,984,0,0
1,1,1,1,1,1,1,1,1,1,72,1,1237,1,0
2,1,2,1,1,0,0,1,1,1,73,1,1321,0,0
2,2,2,2,0,1,1,1,2,1,74,1,837,1,0
2,2,1,1,0,0,1,1,1,1,75,1,772,1,0
1,2,1,2,1,1,0,1,1,1,76,0,948,0,0
1,2,2,1,0,0,1,1,2,1,77,1,1496,0,0
1,2,1,1,0,0,1,1,1,1,78,1,1015,1,0
1,2,2,2,0,0,1,1,2,1,79,1,863,1,0
1,2,1,1,0,0,1,1,1,1,80,1,818,1,0
1,1,1,1,0,1,0,1,1,1,81,1,1012,1,0
2,2,1,1,1,0,0,1,1,1,82,1,1342,1,0
2,1,2,2,0,1,1,1,2,1,83,1,1261,1,0
1,1,2,1,1,0,0,1,2,1,84,1,716,0,0
1,2,1,1,0,1,1,1,1,1,85,1,853,1,0
1,1,2,2,0,1,1,1,2,1,86,1,821,1,0
1,1,1,2,0,0,1,1,1,1,87,1,722,0,0
1,2,1,1,0,1,0,1,1,1,88,0,948,1,0
2,2,2,2,1,1,1,1,2,1,89,1,1221,1,0
2,2,1,2,0,0,0,1,2,1,90,1,1547,0,0
2,1,2,2,0,1,0,1,2,1,91,1,1253,1,0
2,1,1,1,0,0,1,1,1,1,92,1,753,1,0
2,2,2,1,0,1,0,1,1,1,93,-1,-1,0,0
2,1,2,2,0,1,1,1,2,1,94,1,718,1,0
