Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
2,1,2,1,-1,-1,-1,1,1,1,1,0,1454,0,0
1,1,1,1,1,0,0,1,1,1,2,1,921,1,0
1,1,2,2,0,0,1,1,2,1,3,1,746,1,0
2,1,1,1,1,0,1,1,1,1,4,1,1442,1,0
2,1,1,1,0,0,0,1,1,1,5,1,1066,1,0
2,2,1,1,0,1,0,1,1,1,6,1,1047,1,0
2,2,1,2,0,0,1,1,2,1,7,1,761,0,0
2,2,1,2,0,0,0,1,2,1,8,1,793,0,0
1,1,1,1,1,1,1,1,1,1,9,1,1217,1,0
1,1,2,2,0,0,1,1,2,1,10,1,621,1,0
1,2,1,2,0,1,1,1,1,1,11,0,1124,0,0
2,2,1,2,1,1,1,1,2,1,12,0,1395,0,0
1,2,1,1,1,0,1,1,1,1,13,1,1164,1,0
2,2,1,1,1,0,0,1,1,1,14,0,994,1,0
2,1,1,1,0,1,0,1,1,1,15,1,1048,1,0
2,1,1,1,0,0,0,1,1,1,16,1,1083,1,0
2,2,2,2,0,1,1,1,2,1,17,1,736,1,0
2,1,1,1,0,1,1,1,1,1,18,0,1254,1,0
2,1,1,1,0,0,0,1,1,1,19,1,883,1,0
2,2,2,2,0,1,1,1,2,1,20,1,1198,1,0
2,1,1,2,0,1,0,1,2,1,21,1,1059,0,0
1,1,1,2,1,1,1,1,1,1,22,1,754,0,0
1,1,2,2,0,0,1,1,2,1,23,1,767,1,0
1,2,1,1,0,1,1,1,1,1,24,1,858,1,0
1,2,1,1,0,0,0,1,1,1,25,1,1013,1,0
1,2,1,2,0,0,0,1,1,1,26,1,687,0,0
1,1,1,1,0,1,0,1,1,1,27,1,1375,1,0
2,2,1,1,1,1,0,1,1,1,28,0,1204,1,0
2,1,1,2,0,1,1,1,2,1,29,0,1086,0,0
2,2,2,2,0,1,0,1,2,1,30,1,1319,1,0
1,2,1,1,1,0,1,1,1,1,31,1,1119,1,0
2,1,1,1,1,1,0,1,1,1,32,1,872,1,0
2,2,1,1,0,1,0,1,1,1,33,1,1318,1,0
1,2,1,2,1,1,0,1,1,1,34,1,884,0,0
1,2,1,2,0,0,0,1,1,1,35,1,904,0,0
1,1,2,1,0,1,1,1,2,1,36,1,743,0,0
2,1,2,2,1,0,0,1,2,1,37,1,1128,1,0
2,2,1,1,0,1,1,1,1,1,38,1,785,1,0
2,1,2,2,0,1,1,1,2,1,39,1,894,1,0
2,1,1,2,0,0,0,1,2,1,40,1,892,0,0
2,2,2,1,0,1,1,1,1,1,41,0,1323,0,0
2,1,2,2,0,1,1,1,2,1,42,1,916,1,0
2,1,1,1,0,0,1,1,1,1,43,1,538,1,0
2,1,1,2,0,0,1,1,2,1,44,1,1154,0,0
1,2,2,1,1,0,0,1,2,1,45,1,1131,0,0
1,1,1,2,0,1,1,1,1,1,46,1,626,0,0
2,2,2,1,1,0,0,1,1,1,47,1,1372,0,0
2,2,1,1,0,0,0,1,1,1,48,1,703,1,0
2,1,2,2,0,1,1,1,2,1,49,-1,-1,1,0
2,1,1,1,0,0,1,1,1,1,50,1,738,1,0
1,1,1,2,1,0,0,1,1,1,51,1,768,0,0
1,1,2,2,0,0,1,1,2,1,52,1,829,1,0
1,1,1,2,0,0,1,1,1,1,53,1,520,0,0
2,1,2,2,1,0,1,1,2,1,54,1,989,1,0
2,2,1,2,0,1,0,1,2,1,55,1,729,0,0
1,2,2,2,1,1,0,1,2,1,56,1,1007,1,0
2,2,1,1,1,0,1,1,1,1,57,1,681,1,0
1,1,1,1,1,1,0,1,1,1,58,1,672,1,0
1,2,1,1,0,1,0,1,1,1,59,1,789,1,0
1,2,2,2,0,0,1,1,2,1,60,1,965,1,0
