Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
2,1,2,1,-1,-1,-1,1,1,1,1,1,1135,0,1
2,2,2,2,0,1,1,1,2,1,2,1,706,1,1
2,1,1,1,0,1,1,1,1,1,3,1,678,1,1
1,1,1,2,1,1,0,1,1,1,4,1,824,0,1
2,2,1,1,1,1,0,1,1,1,5,1,1043,1,1
1,1,1,2,1,1,0,1,1,1,6,1,764,0,1
2,2,2,2,1,0,1,1,2,1,7,1,724,1,1
1,2,1,2,1,0,1,1,1,1,8,0,1292,0,1
1,1,2,2,0,1,1,1,2,1,9,1,990,1,1
2,1,2,2,1,1,0,1,2,1,10,1,996,1,1
2,1,2,1,0,0,1,1,1,1,11,1,580,0,1
2,1,1,1,0,0,0,1,1,1,12,1,638,1,1
1,1,1,1,1,1,0,1,1,1,13,1,576,1,1
1,2,2,2,0,1,1,1,2,1,14,1,978,1,1
2,1,2,2,1,0,0,1,2,1,15,1,664,1,1
1,1,2,2,1,1,0,1,2,1,16,1,1022,1,1
2,2,1,2,1,1,0,1,2,1,17,1,965,0,1
1,2,1,1,1,1,1,1,1,1,18,1,1170,1,1
1,1,1,1,0,1,0,1,1,1,19,1,882,1,1
2,1,2,1,1,1,0,1,1,1,20,1,621,0,1
1,2,1,2,1,1,0,1,1,1,21,1,892,0,1
2,1,1,1,1,1,0,1,1,1,22,1,1107,1,1
1,2,2,2,1,1,1,1,2,1,23,1,1022,1,1
2,2,2,1,1,1,1,1,1,1,24,1,935,0,1
1,1,2,1,1,0,1,1,2,1,25,1,1036,0,1
1,2,2,2,0,1,0,1,2,1,26,0,671,1,1
2,2,2,2,1,1,0,1,2,1,27,1,1017,1,1
1,2,2,2,1,1,0,1,2,1,28,0,1444,1,1
2,1,1,1,1,1,1,1,1,1,29,1,882,1,1
1,1,2,1,1,0,1,1,2,1,30,1,1131,0,1
1,1,2,1,0,0,0,1,2,1,31,1,988,0,1
1,1,1,1,0,0,1,1,1,1,32,1,847,1,1
1,2,1,2,0,1,0,1,1,1,33,1,610,0,1
2,1,2,2,1,1,1,1,2,1,34,1,693,1,1
1,1,2,2,1,0,0,1,2,1,35,0,959,1,1
2,2,1,1,1,1,1,1,1,1,36,1,873,1,1
2,2,1,1,0,0,0,1,1,1,37,1,677,1,1
1,1,1,1,1,0,0,1,1,1,38,1,600,1,1
2,1,2,2,1,0,1,1,2,1,39,1,491,1,1
1,1,1,1,1,0,1,1,1,1,40,1,576,1,1
2,1,1,1,1,0,0,1,1,1,41,1,673,1,1
1,1,2,1,1,1,1,1,2,1,42,1,1113,0,1
1,1,1,1,0,0,1,1,1,1,43,0,1187,1,1
2,2,1,1,1,0,0,1,1,1,44,1,806,1,1
1,2,2,1,1,1,1,1,2,1,45,1,897,0,1
2,1,2,1,1,0,1,1,1,1,46,1,812,0,1
2,2,1,2,0,1,1,1,2,1,47,1,796,0,1
2,2,1,2,0,0,0,1,2,1,48,1,868,0,1
1,2,2,2,1,0,0,1,2,1,49,0,832,1,1
1,2,1,2,0,0,1,1,1,1,50,1,800,0,1
2,1,1,1,1,0,0,1,1,1,51,1,611,1,1
2,1,1,1,0,0,0,1,1,1,52,1,620,1,1
1,2,2,2,1,0,1,1,2,1,53,1,1024,1,1
2,1,1,1,1,0,1,1,1,1,54,1,736,1,1
1,2,1,1,1,1,0,1,1,1,55,1,876,1,1
2,2,1,1,1,1,0,1,1,1,56,1,844,1,1
1,2,1,1,1,0,0,1,1,1,57,1,1249,1,1
1,2,1,1,0,0,0,1,1,1,58,1,777,1,1
2,1,2,1,1,0,0,1,1,1,59,1,803,0,1
1,2,2,2,1,0,1,1,2,1,60,1,704,1,1
2,1,1,1,1,0,1,1,1,1,61,1,1277,1,1
2,2,2,2,0,1,1,1,2,1,62,-1,-1,1,1
1,2,1,2,1,1,1,1,1,1,63,0,856,0,1
1,2,2,2,0,0,1,1,2,1,64,1,710,1,1
2,2,2,2,1,0,0,1,2,1,65,1,844,1,1
2,1,2,2,0,1,0,1,2,1,66,1,710,1,1
1,1,1,1,1,1,1,1,1,1,67,1,624,1,1
2,2,2,2,1,0,1,1,2,1,68,1,952,1,1
1,1,1,1,1,1,1,1,1,1,69,0,799,1,1
1,1,1,1,0,0,0,1,1,1,70,1,936,1,1
2,2,1,1,1,0,0,1,1,1,71,1,611,1,1
2,2,2,2,0,0,1,1,2,1,72,1,684,1,1
1,2,1,1,1,0,1,1,1,1,73,0,1317,1,1
2,2,2,2,1,1,1,1,2,1,74,1,665,1,1
1,2,2,2,1,1,0,1,2,1,75,1,1259,1,1
2,2,2,2,1,1,0,1,2,1,76,1,705,1,1
1,1,1,1,1,1,1,1,1,1,77,0,752,1,1
2,1,1,1,1,0,0,1,1,1,78,1,824,1,1
2,2,2,2,0,1,1,1,2,1,79,1,691,1,1
1,2,2,2,1,0,0,1,2,1,80,1,1047,1,1
2,1,1,1,1,1,1,1,1,1,81,1,694,1,1
1,1,2,2,1,0,1,1,2,1,82,1,751,1,1
2,1,2,1,1,1,1,1,1,1,83,1,953,0,1
1,1,2,2,1,1,1,1,2,1,84,1,708,1,1
2,1,1,1,1,1,1,1,1,1,85,1,1079,1,1
1,2,1,2,1,0,0,1,1,1,86,1,1137,0,1
1,1,2,1,0,1,1,1,2,1,87,1,714,0,1
2,2,1,1,1,0,1,1,1,1,88,1,1063,1,1
1,1,2,2,1,0,1,1,2,1,89,1,771,1,1
2,2,1,1,1,1,1,1,1,1,90,1,663,1,1
1,2,2,2,1,1,1,1,2,1,91,0,1348,1,1
2,2,2,2,1,1,0,1,2,1,92,1,887,1,1
1,2,1,1,1,1,1,1,1,1,93,0,1013,1,1
1,1,1,1,0,1,0,1,1,1,94,1,655,1,1
2,1,2,2,1,0,1,1,2,1,95,1,773,1,1
2,1,2,2,0,0,0,1,2,1,96,0,1090,1,1
1,1,1,1,1,0,1,1,1,1,97,0,820,1,1
2,2,1,2,1,0,1,1,2,1,98,1,1063,0,1
1,1,2,2,1,0,0,1,2,1,99,1,699,1,1
2,2,1,1,1,1,1,1,1,1,100,1,740,1,1
2,1,2,2,0,1,1,1,2,1,101,1,878,1,1
1,2,2,2,1,0,0,1,2,1,102,1,1052,1,1
2,2,1,2,1,1,0,1,2,1,103,1,1218,0,1
1,1,1,1,1,0,1,1,1,1,104,1,755,1,1
2,1,1,1,1,1,0,1,1,1,105,1,798,1,1
1,1,2,2,1,1,1,1,2,1,106,-1,-1,1,1
2,2,1,2,1,0,0,1,2,1,107,0,1057,0,1
1,1,1,1,1,1,1,1,1,1,108,0,1163,1,1
1,2,2,2,0,1,1,1,2,1,109,0,637,1,1
2,1,2,1,1,1,1,1,1,1,110,0,760,0,1
1,1,2,2,1,1,1,1,2,1,111,0,754,1,1
2,1,1,2,1,0,0,1,2,1,112,1,834,0,1
1,1,2,1,1,0,0,1,2,1,113,1,1106,0,1
2,2,1,1,1,0,1,1,1,1,114,1,812,1,1
1,2,2,2,1,0,1,1,2,1,115,1,1287,1,1
1,2,2,2,0,0,0,1,2,1,116,0,957,1,1
2,1,1,1,1,0,1,1,1,1,117,1,731,1,1
1,2,2,1,1,0,1,1,2,1,118,1,1016,0,1
2,1,2,2,1,1,0,1,2,1,119,1,640,1,1
1,2,2,2,1,1,0,1,2,1,120,1,1057,1,1
2,2,1,2,1,0,0,1,2,1,121,1,652,0,1
2,2,2,2,0,0,0,1,2,1,122,1,949,1,1
1,1,2,2,1,0,0,1,2,1,123,0,1182,1,1
2,1,1,1,1,1,1,1,1,1,124,1,977,1,1
1,2,2,2,1,1,1,1,2,1,125,1,1145,1,1
2,2,1,1,1,0,1,1,1,1,126,1,731,1,1
1,2,1,1,1,0,0,1,1,1,127,1,659,1,1
2,2,1,1,1,0,0,1,1,1,128,1,717,1,1
2,1,2,1,0,1,0,1,1,1,129,1,882,0,1
2,2,2,2,0,1,1,1,2,1,130,1,480,1,1
2,2,2,2,-1,-1,-1,1,2,1,131,1,719,1,1
2,2,2,1,0,0,1,1,1,1,132,1,617,0,1
1,1,1,1,1,1,0,1,1,1,133,1,571,1,1
2,2,2,2,1,1,1,1,2,1,134,0,933,1,1
1,1,2,1,1,0,0,1,2,1,135,0,590,0,1
1,1,2,1,0,0,0,1,2,1,136,0,575,0,1
2,2,1,2,1,0,0,1,2,1,137,1,1032,0,1
2,1,2,1,0,1,1,1,1,1,138,1,897,0,1
1,2,2,2,1,0,1,1,2,1,139,0,804,1,1
2,1,2,2,1,1,0,1,2,1,140,1,551,1,1
1,2,2,2,1,0,0,1,2,1,141,1,1000,1,1
2,2,1,1,1,1,1,1,1,1,142,1,611,1,1
1,2,2,2,1,1,1,1,2,1,143,0,558,1,1
2,1,2,1,1,1,1,1,1,1,144,1,634,0,1
1,1,1,1,1,1,0,1,1,1,145,0,1137,1,1
1,2,2,2,0,1,1,1,2,1,146,1,1099,1,1
2,2,1,2,1,0,0,1,2,1,147,1,957,0,1
1,1,2,2,1,0,0,1,2,1,148,1,1095,1,1
2,1,1,1,1,0,1,1,1,1,149,1,1201,1,1
1,2,1,1,1,0,0,1,1,1,150,1,691,1,1
2,2,1,1,1,1,0,1,1,1,151,1,932,1,1
1,1,2,2,1,1,1,1,2,1,152,1,717,1,1
1,1,1,1,0,0,1,1,1,1,153,1,733,1,1
2,2,1,1,1,0,0,1,1,1,154,1,583,1,1
2,2,1,1,0,0,0,1,1,1,155,1,656,1,1
1,2,2,2,1,0,1,1,2,1,156,1,1089,1,1
1,1,1,1,0,1,1,1,1,1,157,-1,-1,1,1
2,1,2,2,1,0,1,1,2,1,158,1,564,1,1
2,1,2,1,0,0,1,1,1,1,159,1,562,0,1
1,1,2,2,1,1,1,1,2,1,160,0,1293,1,1
2,1,1,1,1,0,1,1,1,1,161,1,902,1,1
1,2,2,1,1,0,1,1,2,1,162,1,1072,0,1
1,1,2,1,0,1,0,1,2,1,163,1,1114,0,1
2,2,2,2,1,1,0,1,2,1,164,1,747,1,1
1,1,2,2,1,1,0,1,2,1,165,0,839,1,1
2,2,1,1,1,0,1,1,1,1,166,1,495,1,1
1,1,1,1,1,0,0,1,1,1,167,1,851,1,1
1,1,1,1,0,0,0,1,1,1,168,1,817,1,1
2,1,2,1,1,1,0,1,1,1,169,1,570,0,1
1,1,2,1,1,0,1,1,2,1,170,1,1036,0,1
2,1,1,1,1,1,1,1,1,1,171,1,734,1,1
1,2,2,2,1,1,1,1,2,1,172,1,1021,1,1
2,1,1,1,1,0,1,1,1,1,173,1,632,1,1
