Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
1,1,2,2,-1,-1,-1,1,2,1,1,0,1325,1,0
2,1,2,2,1,0,0,1,2,1,2,0,1025,1,0
1,1,2,2,1,0,0,1,2,1,3,1,1152,1,0
1,1,1,1,0,0,1,1,1,1,4,-1,-1,1,0
2,1,2,2,1,1,1,1,2,1,5,1,1181,1,0
2,2,1,1,0,1,1,1,1,1,6,1,1159,1,0
2,2,1,1,0,0,0,1,1,1,7,1,818,1,0
2,1,2,2,0,1,1,1,2,1,8,0,1104,1,0
1,1,1,2,1,1,1,1,1,1,9,1,931,0,0
1,2,2,2,0,1,1,1,2,1,10,1,1115,1,0
1,1,2,2,0,1,0,1,2,1,11,0,1071,1,0
1,1,2,2,0,0,0,1,2,1,12,1,966,1,0
1,1,1,1,0,0,1,1,1,1,13,1,1134,1,0
2,1,1,1,1,0,0,1,1,1,14,0,952,1,0
2,1,2,1,0,0,0,1,1,1,15,1,170,0,0
2,2,1,1,0,1,0,1,1,1,16,1,535,1,0
1,2,1,1,1,1,0,1,1,1,17,1,989,1,0
1,1,1,2,0,1,0,1,1,1,18,0,1362,0,0
1,2,1,2,0,1,0,1,1,1,19,1,1183,0,0
1,1,1,1,0,1,0,1,1,1,20,1,1279,1,0
1,2,2,2,0,1,1,1,2,1,21,1,1078,1,0
1,2,1,1,0,0,1,1,1,1,22,1,772,1,0
2,1,2,1,1,0,0,1,1,1,23,0,895,0,0
2,1,2,2,0,0,1,1,2,1,24,0,235,1,0
2,2,2,1,0,1,1,1,1,1,25,0,883,0,0
1,2,1,2,1,1,0,1,1,1,26,1,632,0,0
1,2,1,2,0,0,0,1,1,1,27,0,622,0,0
1,1,1,1,0,1,0,1,1,1,28,1,340,1,0
1,2,1,1,0,1,0,1,1,1,29,0,363,1,0
2,1,1,1,1,1,0,1,1,1,30,1,815,1,0
2,1,1,1,0,0,0,1,1,1,31,1,341,1,0
2,1,2,2,0,0,1,1,2,1,32,1,878,1,0
2,1,1,1,0,0,1,1,1,1,33,1,599,1,0
2,1,2,2,0,0,1,1,2,1,34,0,445,1,0
1,2,2,2,1,0,0,1,2,1,35,1,202,1,0
2,2,2,2,1,0,0,1,2,1,36,0,621,1,0
2,1,1,1,0,1,1,1,1,1,37,0,338,1,0
1,1,2,2,1,1,1,1,2,1,38,0,166,1,0
1,1,1,1,0,0,1,1,1,1,39,0,530,1,0
1,1,1,2,0,0,0,1,1,1,40,1,909,0,0
1,1,2,2,0,0,1,1,2,1,41,0,1113,1,0
2,1,2,1,1,1,1,1,1,1,42,0,1222,0,0
2,1,1,1,0,0,0,1,1,1,43,0,1250,1,0
2,1,1,1,0,0,0,1,1,1,44,1,1121,1,0
2,2,1,1,0,1,0,1,1,1,45,1,1037,1,0
2,2,1,1,0,0,0,1,1,1,46,1,1280,1,0
1,1,2,2,1,0,1,1,2,1,47,0,1343,1,0
2,2,2,2,1,1,0,1,2,1,48,1,1335,1,0
2,2,1,2,0,0,0,1,2,1,49,1,808,0,0
1,1,1,1,1,1,1,1,1,1,50,1,970,1,0
1,2,2,2,0,1,1,1,2,1,51,1,1248,1,0
1,2,2,2,0,0,0,1,2,1,52,0,1169,1,0
2,1,1,1,1,0,1,1,1,1,53,1,1308,1,0
2,2,1,1,0,1,0,1,1,1,54,1,1242,1,0
2,1,2,2,0,1,1,1,2,1,55,1,1059,1,0
2,2,2,1,0,1,1,1,1,1,56,0,1038,0,0
2,1,2,1,0,1,0,1,1,1,57,0,1367,0,0
2,2,2,2,0,1,1,1,2,1,58,0,923,1,0
2,1,2,2,0,1,0,1,2,1,59,-1,-1,1,0
2,2,1,1,0,1,1,1,1,1,60,0,1266,1,0
1,2,1,1,1,0,0,1,1,1,61,1,879,1,0
2,2,1,1,1,1,0,1,1,1,62,-1,-1,1,0
2,2,2,2,0,0,1,1,2,1,63,1,1141,1,0
2,1,2,1,0,1,1,1,1,1,64,1,1487,0,0
2,2,1,2,0,1,1,1,2,1,65,1,931,0,0
2,2,2,2,0,0,0,1,2,1,66,1,1296,1,0
2,2,1,1,0,0,1,1,1,1,67,1,1343,1,0
1,2,2,2,1,1,1,1,2,1,68,-1,-1,1,0
1,1,2,2,0,1,0,1,2,1,69,0,744,1,0
1,2,2,2,0,1,0,1,2,1,70,0,1201,1,0
1,1,2,2,0,1,0,1,2,1,71,1,812,1,0
1,2,2,2,0,1,0,1,2,1,72,1,981,1,0
1,2,2,2,0,0,0,1,2,1,73,1,1048,1,0
2,2,1,2,1,1,0,1,2,1,74,1,1187,0,0
1,1,1,2,1,0,1,1,1,1,75,1,1084,0,0
1,2,1,2,0,1,0,1,1,1,76,1,824,0,0
1,2,1,1,0,0,0,1,1,1,77,1,1136,1,0
1,2,1,1,0,0,0,1,1,1,78,1,785,1,0
1,1,2,1,0,1,1,1,2,1,79,1,857,0,0
2,1,2,2,1,0,0,1,2,1,80,0,1214,1,0
2,1,1,2,0,0,0,1,2,1,81,1,1071,0,0
2,2,2,2,0,1,0,1,2,1,82,1,1287,1,0
2,2,2,2,0,0,0,1,2,1,83,1,822,1,0
2,1,1,1,0,1,1,1,1,1,84,1,1039,1,0
2,1,1,2,0,0,1,1,2,1,85,0,745,0,0
1,2,1,1,1,0,1,1,1,1,86,1,1422,1,0
1,1,1,1,0,1,0,1,1,1,87,1,1362,1,0
2,2,1,1,1,1,0,1,1,1,88,0,1209,1,0
2,2,2,2,0,0,1,1,2,1,89,0,1228,1,0
2,1,1,1,0,1,1,1,1,1,90,0,1312,1,0
1,1,2,2,1,0,1,1,2,1,91,1,969,1,0
1,2,1,1,0,1,1,1,1,1,92,1,918,1,0
1,1,1,1,0,1,0,1,1,1,93,1,855,1,0
1,1,1,2,0,0,0,1,1,1,94,0,1500,0,0
1,1,2,2,0,0,1,1,2,1,95,1,1175,1,0
1,2,2,2,0,1,0,1,2,1,96,1,900,1,0
1,2,2,1,0,0,0,1,2,1,97,1,1102,0,0
1,2,1,2,0,0,1,1,1,1,98,1,895,0,0
2,2,2,2,1,0,1,1,2,1,99,1,1500,1,0
2,2,2,2,0,0,0,1,2,1,100,1,1386,1,0
2,1,2,1,0,1,1,1,1,1,101,1,1038,0,0
2,2,2,2,0,1,1,1,2,1,102,0,1409,1,0
2,2,1,2,0,0,0,1,2,1,103,0,827,0,0
1,2,2,1,1,0,0,1,2,1,104,1,930,0,0
