Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
1,2,2,2,-1,-1,-1,1,2,1,1,1,771,1,0
1,2,2,2,0,0,0,1,2,1,2,0,806,1,0
1,2,2,2,0,0,0,1,2,1,3,1,800,1,0
1,2,1,1,0,0,1,1,1,1,4,1,844,1,0
1,2,1,1,0,0,0,1,1,1,5,1,719,1,0
2,1,2,2,1,0,1,1,2,1,6,1,615,1,0
2,2,2,2,0,1,0,1,2,1,7,1,663,1,0
1,2,2,1,1,1,0,1,2,1,8,1,870,0,0
2,2,2,1,1,0,1,1,1,1,9,1,709,0,0
2,2,1,1,0,0,0,1,1,1,10,1,580,1,0
2,2,2,2,0,0,1,1,2,1,11,1,588,1,0
2,1,2,2,0,1,0,1,2,1,12,1,606,1,0
1,1,1,1,1,1,1,1,1,1,13,1,826,1,0
1,1,1,1,0,0,0,1,1,1,14,1,699,1,0
1,2,2,2,0,1,1,1,2,1,15,1,729,1,0
2,1,2,2,1,1,0,1,2,1,16,1,859,1,0
1,2,2,2,1,0,0,1,2,1,17,1,651,1,0
1,2,2,2,0,0,0,1,2,1,18,1,693,1,0
1,1,2,2,0,1,0,1,2,1,19,1,653,1,0
1,1,1,1,0,0,1,1,1,1,20,1,769,1,0
2,2,1,2,1,1,1,1,2,1,21,1,636,0,0
2,1,1,2,0,1,0,1,2,1,22,1,619,0,0
2,1,2,1,0,0,1,1,1,1,23,1,902,0,0
2,2,1,2,0,1,1,1,2,1,24,0,629,0,0
2,2,2,2,0,0,0,1,2,1,25,1,734,1,0
2,2,2,2,0,0,0,1,2,1,26,1,532,1,0
1,2,2,2,1,1,0,1,2,1,27,1,764,1,0
1,1,1,2,0,1,1,1,1,1,28,1,670,0,0
2,2,1,1,1,1,0,1,1,1,29,1,628,1,0
1,1,1,2,1,0,0,1,1,1,30,1,789,0,0
1,1,2,2,0,0,1,1,2,1,31,1,605,1,0
1,1,1,2,0,0,1,1,1,1,32,1,621,0,0
2,1,2,2,1,0,1,1,2,1,33,1,568,1,0
2,1,2,2,0,0,0,1,2,1,34,1,625,1,0
2,2,1,1,0,1,1,1,1,1,35,1,548,1,0
1,2,2,2,1,1,1,1,2,1,36,1,755,1,0
1,1,2,2,0,1,0,1,2,1,37,1,675,1,0
