Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
1,2,1,2,-1,-1,-1,1,1,1,1,1,958,0,1
1,1,2,2,0,1,1,1,2,1,2,1,745,1,1
1,2,1,1,0,1,1,1,1,1,3,1,780,1,1
1,1,2,1,0,1,1,1,2,1,4,1,898,0,1
2,1,2,2,1,0,0,1,2,1,5,1,877,1,1
2,2,1,1,0,1,1,1,1,1,6,1,715,1,1
1,2,1,2,1,1,0,1,1,1,7,1,1037,0,1
2,1,1,2,1,0,1,1,2,1,8,0,989,0,1
1,1,2,1,1,1,0,1,2,1,9,1,902,0,1
2,2,2,2,1,1,0,1,2,1,10,1,915,1,1
1,2,1,1,1,1,1,1,1,1,11,1,874,1,1
2,2,1,1,1,0,0,1,1,1,12,1,753,1,1
2,2,2,1,0,0,0,1,1,1,13,0,1047,0,1
1,1,2,2,1,0,1,1,2,1,14,1,932,1,1
2,1,2,2,1,1,0,1,2,1,15,1,831,1,1
1,1,1,1,1,0,1,1,1,1,16,1,844,1,1
2,1,1,1,1,1,0,1,1,1,17,1,834,1,1
1,2,1,1,1,0,0,1,1,1,18,1,766,1,1
1,2,2,2,0,0,1,1,2,1,19,1,768,1,1
2,1,1,1,1,1,1,1,1,1,20,1,734,1,1
1,2,1,1,1,1,0,1,1,1,21,1,762,1,1
2,2,1,1,1,0,0,1,1,1,22,1,661,1,1
1,2,1,1,1,0,0,1,1,1,23,1,733,1,1
1,1,1,1,0,1,0,1,1,1,24,1,696,1,1
1,2,1,1,0,1,0,1,1,1,25,1,615,1,1
2,2,1,1,1,0,0,1,1,1,26,1,781,1,1
1,2,1,1,1,1,0,1,1,1,27,1,716,1,1
2,2,1,1,1,1,0,1,1,1,28,1,862,1,1
1,1,1,1,1,0,0,1,1,1,29,1,696,1,1
2,1,1,1,1,0,0,1,1,1,30,1,706,1,1
1,1,2,2,1,1,1,1,2,1,31,1,775,1,1
2,2,2,2,1,0,0,1,2,1,32,1,690,1,1
2,1,1,1,0,1,1,1,1,1,33,1,712,1,1
1,1,2,2,1,1,1,1,2,1,34,1,591,1,1
2,2,1,1,1,1,1,1,1,1,35,1,706,1,1
1,2,2,1,1,1,1,1,2,1,36,1,889,0,1
1,1,2,2,0,1,0,1,2,1,37,1,680,1,1
2,1,2,1,1,1,1,1,1,1,38,0,879,0,1
1,1,2,2,1,1,1,1,2,1,39,1,829,1,1
2,2,2,1,1,0,1,1,1,1,40,0,914,0,1
1,1,1,1,1,0,0,1,1,1,41,1,929,1,1
1,2,2,1,0,1,1,1,2,1,42,0,962,0,1
2,2,1,1,1,1,1,1,1,1,43,1,919,1,1
1,1,1,1,1,1,0,1,1,1,44,1,947,1,1
2,2,2,1,1,1,0,1,1,1,45,1,1000,0,1
1,2,1,1,1,0,0,1,1,1,46,1,917,1,1
2,2,1,1,1,0,0,1,1,1,47,1,806,1,1
2,1,1,1,0,1,0,1,1,1,48,1,743,1,1
1,2,1,1,1,1,0,1,1,1,49,1,753,1,1
2,1,1,1,1,1,0,1,1,1,50,1,710,1,1
1,1,2,2,1,1,1,1,2,1,51,1,887,1,1
2,1,1,1,1,0,1,1,1,1,52,1,925,1,1
1,2,2,2,1,1,1,1,2,1,53,1,908,1,1
2,1,1,1,1,0,1,1,1,1,54,1,902,1,1
2,2,2,1,0,1,0,1,1,1,55,1,981,0,1
2,1,1,2,0,1,1,1,2,1,56,0,1293,0,1
1,1,1,1,1,0,1,1,1,1,57,1,1027,1,1
2,1,2,2,1,1,1,1,2,1,58,1,938,1,1
1,2,1,2,1,1,1,1,1,1,59,1,963,0,1
2,1,1,1,1,0,0,1,1,1,60,1,965,1,1
1,2,2,2,1,1,1,1,2,1,61,1,883,1,1
2,1,2,2,1,1,0,1,2,1,62,1,936,1,1
2,2,2,2,0,1,0,1,2,1,63,1,864,1,1
1,1,2,2,1,0,0,1,2,1,64,1,871,1,1
2,2,1,2,1,0,0,1,2,1,65,0,936,0,1
2,1,2,2,0,1,0,1,2,1,66,1,908,1,1
1,2,1,1,1,1,1,1,1,1,67,1,1489,1,1
2,2,2,2,1,1,1,1,2,1,68,1,901,1,1
1,2,2,2,1,0,0,1,2,1,69,1,931,1,1
2,2,1,1,1,1,1,1,1,1,70,1,914,1,1
1,1,2,2,1,0,1,1,2,1,71,1,952,1,1
1,1,1,1,0,0,1,1,1,1,72,1,861,1,1
1,1,1,1,0,0,0,1,1,1,73,1,838,1,1
2,1,2,2,1,0,1,1,2,1,74,1,817,1,1
1,1,2,1,1,1,0,1,2,1,75,1,949,0,1
1,1,1,2,0,0,1,1,1,1,76,1,1318,0,1
1,2,2,2,0,1,1,1,2,1,77,1,960,1,1
2,2,2,1,1,1,1,1,1,1,78,1,1313,0,1
1,1,1,1,1,0,0,1,1,1,79,1,1423,1,1
2,2,1,1,1,0,0,1,1,1,80,1,982,1,1
2,2,1,1,0,0,0,1,1,1,81,1,911,1,1
1,2,1,2,1,0,0,1,1,1,82,1,1056,0,1
2,1,2,1,1,1,0,1,1,1,83,1,1240,0,1
1,2,2,1,1,0,1,1,2,1,84,1,1141,0,1
2,2,2,2,1,1,0,1,2,1,85,1,953,1,1
1,2,2,2,1,0,0,1,2,1,86,1,887,1,1
2,1,1,1,1,1,1,1,1,1,87,1,812,1,1
2,1,2,2,0,0,1,1,2,1,88,1,983,1,1
2,1,1,1,0,0,1,1,1,1,89,1,821,1,1
1,2,2,2,1,0,1,1,2,1,90,1,1021,1,1
2,1,1,2,1,0,0,1,2,1,91,0,1033,0,1
1,1,2,1,1,0,0,1,2,1,92,0,967,0,1
2,2,1,1,1,1,1,1,1,1,93,1,892,1,1
2,2,1,1,0,0,0,1,1,1,94,1,927,1,1
1,2,1,1,1,0,0,1,1,1,95,1,858,1,1
1,2,1,1,0,0,0,1,1,1,96,1,886,1,1
1,2,2,1,0,0,1,1,2,1,97,0,1089,0,1
2,1,1,1,1,0,1,1,1,1,98,-1,-1,1,1
1,2,1,2,1,0,0,1,1,1,99,1,1001,0,1
2,2,1,1,1,1,0,1,1,1,100,1,776,1,1
1,2,1,1,1,0,0,1,1,1,101,1,724,1,1
2,1,1,1,1,0,0,1,1,1,102,1,812,1,1
2,1,2,1,0,0,0,1,1,1,103,0,946,0,1
1,1,1,1,1,0,0,1,1,1,104,1,835,1,1
2,2,2,2,1,0,1,1,2,1,105,1,744,1,1
2,2,2,2,0,0,0,1,2,1,106,1,890,1,1
1,2,2,2,1,1,0,1,2,1,107,1,955,1,1
1,1,1,1,0,1,1,1,1,1,108,1,1228,1,1
2,1,2,2,1,1,1,1,2,1,109,1,808,1,1
1,1,1,1,1,1,1,1,1,1,110,1,834,1,1
2,2,1,2,1,1,1,1,2,1,111,1,865,0,1
1,1,1,2,1,0,1,1,1,1,112,1,871,0,1
1,1,1,1,0,0,0,1,1,1,113,0,908,1,1
2,2,2,1,1,0,0,1,1,1,114,0,1078,0,1
1,1,2,1,1,0,1,1,2,1,115,1,1246,0,1
2,1,2,2,1,0,0,1,2,1,116,1,1067,1,1
1,2,1,1,1,0,1,1,1,1,117,1,955,1,1
1,2,1,1,0,0,0,1,1,1,118,0,1352,1,1
2,1,1,2,1,0,1,1,2,1,119,1,1402,0,1
1,2,2,2,1,1,0,1,2,1,120,1,938,1,1
2,2,1,1,1,0,1,1,1,1,121,1,1107,1,1
1,1,1,1,1,1,0,1,1,1,122,1,1186,1,1
2,1,2,2,1,1,1,1,2,1,123,1,808,1,1
2,1,1,1,0,0,1,1,1,1,124,1,1070,1,1
2,2,2,2,0,1,1,1,2,1,125,1,788,1,1
1,1,2,1,1,1,0,1,2,1,126,1,1422,0,1
2,2,2,2,1,0,0,1,2,1,127,1,1038,1,1
1,1,1,1,1,1,1,1,1,1,128,1,925,1,1
2,1,1,2,1,1,1,1,2,1,129,0,998,0,1
1,1,1,1,1,1,1,1,1,1,130,0,1022,1,1
2,2,2,2,-1,-1,-1,1,2,1,131,1,819,1,1
2,1,2,1,0,1,1,1,1,1,132,1,770,0,1
1,1,1,1,1,0,0,1,1,1,133,1,855,1,1
1,2,2,1,0,1,1,1,2,1,134,0,1147,0,1
2,1,1,1,1,0,1,1,1,1,135,1,1200,1,1
1,2,1,1,1,0,0,1,1,1,136,1,1163,1,1
2,2,1,1,1,1,0,1,1,1,137,1,1131,1,1
1,2,2,2,1,1,1,1,2,1,138,1,743,1,1
1,1,2,2,0,1,0,1,2,1,139,1,830,1,1
2,1,1,1,1,0,1,1,1,1,140,1,934,1,1
1,2,2,1,1,1,1,1,2,1,141,1,1061,0,1
