Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
1,1,1,2,-1,-1,-1,1,1,1,1,1,994,0,1
2,2,2,1,1,1,0,1,1,1,2,1,594,0,1
1,1,1,1,1,1,0,1,1,1,3,1,974,1,1
2,2,1,1,1,0,0,1,1,1,4,1,840,1,1
1,1,1,1,1,0,0,1,1,1,5,1,722,1,1
2,1,1,1,1,1,0,1,1,1,6,1,560,1,1
2,1,2,2,0,0,1,1,2,1,7,0,745,1,1
1,2,1,1,1,0,1,1,1,1,8,1,985,1,1
1,2,2,2,0,0,1,1,2,1,9,1,631,1,1
2,1,2,2,1,1,0,1,2,1,10,1,1260,1,1
1,2,2,2,1,1,0,1,2,1,11,1,1103,1,1
2,1,2,2,1,0,0,1,2,1,12,1,1194,1,1
1,2,2,1,1,1,0,1,2,1,13,1,857,0,1
2,1,2,2,1,0,0,1,2,1,14,0,906,1,1
2,1,1,1,0,0,1,1,1,1,15,0,718,1,1
1,1,1,1,1,0,0,1,1,1,16,-1,-1,1,1
1,2,2,2,0,1,1,1,2,1,17,1,769,1,1
2,2,2,2,1,0,0,1,2,1,18,1,865,1,1
1,2,1,1,1,0,1,1,1,1,19,1,612,1,1
2,1,2,2,1,1,1,1,2,1,20,1,872,1,1
1,1,2,2,1,0,0,1,2,1,21,1,701,1,1
1,1,1,2,0,0,1,1,1,1,22,1,1129,0,1
2,1,1,1,1,0,0,1,1,1,23,1,1104,1,1
1,1,2,2,1,1,1,1,2,1,24,1,642,1,1
2,1,1,1,1,0,1,1,1,1,25,1,922,1,1
2,1,2,1,0,0,0,1,1,1,26,1,558,0,1
1,1,1,1,1,0,0,1,1,1,27,1,838,1,1
2,2,1,1,1,0,0,1,1,1,28,0,1024,1,1
1,1,2,1,1,1,1,1,2,1,29,1,877,0,1
2,2,1,1,1,1,1,1,1,1,30,0,1239,1,1
1,1,1,2,1,1,0,1,1,1,31,1,794,0,1
1,1,2,2,0,0,1,1,2,1,32,1,876,1,1
2,2,2,2,1,0,0,1,2,1,33,1,814,1,1
1,2,1,2,1,1,1,1,1,1,34,1,819,0,1
2,2,1,1,1,1,0,1,1,1,35,1,878,1,1
2,2,2,1,0,0,0,1,1,1,36,1,1234,0,1
1,1,1,2,1,0,0,1,1,1,37,1,933,0,1
2,2,1,1,1,1,0,1,1,1,38,1,1303,1,1
2,1,2,2,0,1,1,1,2,1,39,1,928,1,1
1,2,2,2,1,0,0,1,2,1,40,1,864,1,1
2,2,2,2,1,1,0,1,2,1,41,1,754,1,1
1,2,2,2,1,0,0,1,2,1,42,1,874,1,1
2,1,2,2,1,1,0,1,2,1,43,1,1073,1,1
1,1,1,1,1,0,1,1,1,1,44,1,742,1,1
2,2,2,1,1,1,0,1,1,1,45,1,1289,0,1
1,1,1,1,1,1,0,1,1,1,46,1,878,1,1
1,2,1,2,0,1,0,1,1,1,47,1,763,0,1
2,2,2,1,1,1,0,1,1,1,48,1,1012,0,1
1,1,2,1,1,0,1,1,2,1,49,1,725,0,1
2,1,1,2,1,1,0,1,2,1,50,1,1068,0,1
1,2,1,1,1,0,1,1,1,1,51,1,652,1,1
2,2,1,2,1,0,1,1,2,1,52,1,887,0,1
2,2,2,2,0,0,0,1,2,1,53,1,802,1,1
2,1,1,1,0,1,1,1,1,1,54,1,673,1,1
1,2,2,2,1,1,1,1,2,1,55,1,782,1,1
2,2,2,1,1,0,1,1,1,1,56,1,874,0,1
2,2,1,1,0,0,0,1,1,1,57,1,918,1,1
1,2,2,2,1,0,1,1,2,1,58,1,722,1,1
2,2,1,1,1,1,1,1,1,1,59,1,629,1,1
1,2,2,1,1,0,1,1,2,1,60,1,833,0,1
2,2,2,2,1,0,0,1,2,1,61,1,624,1,1
2,1,2,1,0,1,1,1,1,1,62,1,671,0,1
1,2,2,2,1,1,1,1,2,1,63,1,656,1,1
1,2,1,2,0,0,1,1,1,1,64,0,1020,0,1
2,2,2,2,1,0,1,1,2,1,65,1,902,1,1
1,1,2,2,1,1,0,1,2,1,66,1,676,1,1
2,2,1,2,1,0,0,1,2,1,67,1,965,0,1
1,2,2,2,1,0,0,1,2,1,68,0,768,1,1
1,1,2,1,0,1,0,1,2,1,69,1,685,0,1
2,2,1,2,1,1,0,1,2,1,70,1,666,0,1
1,2,2,2,1,0,0,1,2,1,71,1,788,1,1
1,2,2,2,0,0,0,1,2,1,72,1,760,1,1
2,1,2,2,1,1,0,1,2,1,73,1,575,1,1
1,2,2,1,1,0,0,1,2,1,74,1,632,0,1
2,1,1,2,1,0,0,1,2,1,75,1,987,0,1
1,2,1,1,1,1,1,1,1,1,76,1,1005,1,1
2,1,2,2,1,0,1,1,2,1,77,1,603,1,1
1,2,2,2,1,1,0,1,2,1,78,1,778,1,1
1,1,2,2,0,1,0,1,2,1,79,1,670,1,1
2,1,2,2,1,1,0,1,2,1,80,1,612,1,1
1,1,2,2,1,1,0,1,2,1,81,1,864,1,1
2,1,1,2,1,0,0,1,2,1,82,1,1104,0,1
2,2,1,2,0,1,0,1,2,1,83,1,709,0,1
1,1,2,2,1,0,0,1,2,1,84,1,713,1,1
2,1,2,2,1,1,0,1,2,1,85,1,550,1,1
1,2,1,1,1,1,1,1,1,1,86,1,893,1,1
2,1,2,2,1,0,1,1,2,1,87,1,675,1,1
1,1,2,2,1,1,0,1,2,1,88,1,664,1,1
2,1,1,1,1,1,1,1,1,1,89,0,575,1,1
2,2,2,2,0,1,1,1,2,1,90,1,649,1,1
1,2,2,2,1,0,0,1,2,1,91,1,826,1,1
2,1,2,2,1,0,0,1,2,1,92,1,656,1,1
2,2,1,1,0,1,1,1,1,1,93,1,750,1,1
1,2,1,1,1,1,0,1,1,1,94,1,820,1,1
2,1,1,2,1,0,1,1,2,1,95,1,746,0,1
1,1,2,2,1,0,0,1,2,1,96,1,684,1,1
1,1,1,1,0,0,1,1,1,1,97,1,742,1,1
2,2,2,2,1,0,1,1,2,1,98,0,988,1,1
1,1,1,1,1,1,1,1,1,1,99,1,768,1,1
2,1,2,2,1,0,1,1,2,1,100,1,609,1,1
1,1,1,1,1,1,1,1,1,1,101,1,1223,1,1
2,2,1,1,1,0,0,1,1,1,102,0,979,1,1
1,1,2,1,1,0,1,1,2,1,103,1,1245,0,1
1,2,2,2,0,1,0,1,2,1,104,1,1081,1,1
2,1,2,2,1,0,0,1,2,1,105,0,1243,1,1
1,2,1,1,1,1,1,1,1,1,106,-1,-1,1,1
2,2,2,2,1,0,1,1,2,1,107,1,779,1,1
1,1,1,1,1,0,1,1,1,1,108,1,684,1,1
1,1,1,1,0,0,0,1,1,1,109,1,789,1,1
2,1,2,1,1,1,0,1,1,1,110,1,622,0,1
1,2,2,2,1,1,1,1,2,1,111,0,656,1,1
1,1,2,2,0,1,0,1,2,1,112,0,762,1,1
2,1,2,1,1,1,1,1,1,1,113,1,585,0,1
1,1,2,2,1,1,1,1,2,1,114,1,793,1,1
2,2,2,2,1,1,0,1,2,1,115,1,575,1,1
2,1,2,2,0,1,0,1,2,1,116,1,815,1,1
2,1,1,1,0,0,1,1,1,1,117,1,700,1,1
1,2,1,2,1,1,0,1,1,1,118,1,773,0,1
1,2,1,1,0,0,0,1,1,1,119,1,625,1,1
1,1,2,2,0,1,1,1,2,1,120,0,677,1,1
2,2,2,2,1,1,0,1,2,1,121,0,866,1,1
1,2,1,2,1,0,1,1,1,1,122,1,665,0,1
2,2,2,2,1,1,1,1,2,1,123,1,729,1,1
2,2,1,1,0,0,1,1,1,1,124,1,789,1,1
1,1,1,1,1,0,0,1,1,1,125,1,688,1,1
1,2,2,2,0,1,1,1,2,1,126,0,691,1,1
2,1,2,2,1,1,0,1,2,1,127,1,535,1,1
2,2,2,2,0,1,0,1,2,1,128,1,917,1,1
1,1,2,1,1,1,0,1,2,1,129,0,684,0,1
2,2,2,2,1,1,0,1,2,1,130,1,817,1,1
1,1,2,1,-1,-1,-1,1,2,1,131,1,1015,0,1
1,1,1,1,0,0,1,1,1,1,132,1,570,1,1
1,1,1,2,0,0,0,1,1,1,133,1,575,0,1
2,2,1,1,1,1,0,1,1,1,134,1,748,1,1
1,1,2,2,1,1,1,1,2,1,135,1,741,1,1
2,1,2,2,1,1,0,1,2,1,136,1,807,1,1
1,2,2,1,1,0,0,1,2,1,137,1,1105,0,1
2,1,2,2,1,0,0,1,2,1,138,1,925,1,1
1,1,1,2,1,1,1,1,1,1,139,1,637,0,1
2,2,1,1,1,0,0,1,1,1,140,1,709,1,1
2,1,2,2,0,1,1,1,2,1,141,1,509,1,1
1,1,1,1,1,0,1,1,1,1,142,1,690,1,1
2,1,2,2,1,1,1,1,2,1,143,1,558,1,1
1,1,2,1,1,0,0,1,2,1,144,1,725,0,1
2,1,2,2,1,1,0,1,2,1,145,1,581,1,1
1,2,1,1,1,0,1,1,1,1,146,1,483,1,1
2,2,2,2,1,1,1,1,2,1,147,1,569,1,1
1,1,2,1,1,0,0,1,2,1,148,1,664,0,1
1,2,1,2,0,1,1,1,1,1,149,1,591,0,1
