Task,Cue,curColor,curMotion,TaskTransition,CueTransition,ResponseTransition,miniBlockSize,correctResponse,miniBlockTrial,miniBlock,correct,rt,congruent,condition
2,1,2,2,-1,-1,-1,1,2,1,1,1,456,1,1
1,2,1,1,1,1,1,1,1,1,2,1,466,1,1
2,2,2,2,1,0,1,1,2,1,3,1,586,1,1
2,1,2,2,0,1,0,1,2,1,4,1,424,1,1
1,1,2,2,1,1,0,1,2,1,5,1,529,1,1
1,2,1,1,0,1,1,1,1,1,6,1,399,1,1
2,1,2,2,1,1,1,1,2,1,7,1,468,1,1
1,1,2,2,1,0,0,1,2,1,8,1,504,1,1
2,1,2,2,1,1,0,1,2,1,9,1,446,1,1
2,1,1,1,0,0,1,1,1,1,10,1,645,1,1
1,2,2,1,1,0,1,1,2,1,11,1,726,0,1
2,2,1,1,1,0,1,1,1,1,12,1,444,1,1
1,1,1,1,1,0,0,1,1,1,13,1,553,1,1
2,1,2,2,1,0,1,1,2,1,14,1,438,1,1
2,1,1,1,0,0,1,1,1,1,15,1,459,1,1
1,1,2,1,1,1,1,1,2,1,16,1,552,0,1
2,1,1,1,1,0,1,1,1,1,17,1,806,1,1
1,1,2,1,1,1,1,1,2,1,18,1,573,0,1
2,2,1,1,1,0,1,1,1,1,19,1,468,1,1
1,2,1,1,1,0,0,1,1,1,20,1,500,1,1
1,2,2,2,0,0,1,1,2,1,21,1,482,1,1
2,1,1,2,1,0,0,1,2,1,22,1,564,0,1
1,1,1,1,1,1,1,1,1,1,23,1,571,1,1
2,2,1,1,1,0,0,1,1,1,24,1,669,1,1
1,2,2,1,1,1,1,1,2,1,25,1,657,0,1
1,2,2,1,0,0,0,1,2,1,26,1,834,0,1
2,2,2,1,1,1,1,1,1,1,27,1,718,0,1
1,1,1,1,1,0,0,1,1,1,28,1,574,1,1
2,1,2,1,1,1,0,1,1,1,29,1,514,0,1
1,2,1,2,1,0,0,1,1,1,30,1,570,0,1
2,1,1,1,1,0,0,1,1,1,31,1,748,1,1
1,1,2,2,1,0,1,1,2,1,32,1,409,1,1
2,1,1,2,1,1,0,1,2,1,33,1,513,0,1
2,1,2,1,0,0,1,1,1,1,34,1,618,0,1
1,1,1,1,1,1,0,1,1,1,35,1,728,1,1
2,1,1,1,1,0,0,1,1,1,36,1,453,1,1
2,2,1,1,0,1,0,1,1,1,37,1,684,1,1
2,2,1,1,0,0,0,1,1,1,38,1,959,1,1
1,1,2,2,1,1,1,1,2,1,39,1,666,1,1
2,1,2,2,1,0,0,1,2,1,40,1,541,1,1
1,2,1,1,1,1,1,1,1,1,41,1,528,1,1
2,1,2,1,1,0,0,1,1,1,42,1,559,0,1
1,2,2,2,1,0,1,1,2,1,43,1,747,1,1
1,1,1,2,0,1,1,1,1,1,44,0,598,0,1
1,1,1,1,0,0,0,1,1,1,45,1,767,1,1
2,1,1,1,1,0,0,1,1,1,46,1,612,1,1
1,2,2,2,1,0,1,1,2,1,47,1,607,1,1
2,1,2,2,1,1,0,1,2,1,48,1,531,1,1
1,1,1,1,1,1,1,1,1,1,49,1,732,1,1
1,2,1,1,0,1,0,1,1,1,50,1,859,1,1
2,1,2,2,1,0,1,1,2,1,51,1,636,1,1
1,1,1,1,1,0,1,1,1,1,52,1,771,1,1
2,2,2,2,1,0,1,1,2,1,53,1,702,1,1
1,2,2,2,1,1,0,1,2,1,54,1,585,1,1
2,2,2,2,1,1,0,1,2,1,55,1,540,1,1
2,1,1,2,0,1,0,1,2,1,56,1,688,0,1
2,2,1,2,0,1,0,1,2,1,57,1,665,0,1
1,1,1,1,1,1,1,1,1,1,58,1,745,1,1
2,2,2,2,1,1,1,1,2,1,59,1,524,1,1
1,1,1,1,1,0,1,1,1,1,60,1,591,1,1
2,1,2,1,1,1,0,1,1,1,61,1,624,0,1
1,1,1,1,1,0,0,1,1,1,62,1,694,1,1
1,1,2,2,0,0,1,1,2,1,63,1,565,1,1
2,2,2,2,1,0,0,1,2,1,64,1,806,1,1
1,2,1,1,1,1,1,1,1,1,65,1,859,1,1
2,2,1,2,1,0,1,1,2,1,66,1,797,0,1
1,1,1,1,1,0,1,1,1,1,67,1,1014,1,1
1,1,1,1,0,0,0,1,1,1,68,1,798,1,1
2,2,2,2,1,0,1,1,2,1,69,1,551,1,1
1,2,1,1,1,0,1,1,1,1,70,1,642,1,1
2,1,1,1,1,0,0,1,1,1,71,1,760,1,1
1,1,2,1,1,0,1,1,2,1,72,1,679,0,1
2,1,2,2,1,0,0,1,2,1,73,1,785,1,1
1,1,2,2,1,1,0,1,2,1,74,1,733,1,1
1,2,1,2,0,1,1,1,1,1,75,1,630,0,1
2,2,2,2,1,1,1,1,2,1,76,1,501,1,1
1,2,1,1,1,1,1,1,1,1,77,1,489,1,1
1,1,2,2,0,1,1,1,2,1,78,1,576,1,1
2,2,2,2,1,0,0,1,2,1,79,1,710,1,1
2,2,2,1,0,0,1,1,1,1,80,1,538,0,1
1,2,1,1,1,1,0,1,1,1,81,1,610,1,1
2,2,2,2,1,0,1,1,2,1,82,1,862,1,1
2,2,2,2,0,0,0,1,2,1,83,1,640,1,1
1,2,2,2,1,1,0,1,2,1,84,1,466,1,1
1,1,1,1,0,1,1,1,1,1,85,1,470,1,1
2,2,2,2,1,1,1,1,2,1,86,1,687,1,1
1,2,1,1,1,0,1,1,1,1,87,1,593,1,1
2,2,1,1,1,1,0,1,1,1,88,1,877,1,1
2,2,2,2,0,0,1,1,2,1,89,1,605,1,1
1,1,1,2,1,0,1,1,1,1,90,1,968,0,1
2,1,2,2,1,1,1,1,2,1,91,1,584,1,1
2,2,2,2,0,1,0,1,2,1,92,0,771,1,1
1,2,2,2,1,0,0,1,2,1,93,0,714,1,1
2,2,2,2,1,1,0,1,2,1,94,0,893,1,1
1,2,2,2,1,0,0,1,2,1,95,1,528,1,1
1,2,1,1,0,0,1,1,1,1,96,1,556,1,1
1,2,1,1,0,0,0,1,1,1,97,1,657,1,1
2,1,1,1,1,1,0,1,1,1,98,1,554,1,1
1,2,1,1,1,1,0,1,1,1,99,1,641,1,1
2,2,1,1,1,1,0,1,1,1,100,1,651,1,1
1,2,1,2,1,1,0,1,1,1,101,1,730,0,1
2,2,1,2,1,0,1,1,2,1,102,1,1045,0,1
1,1,2,2,1,1,0,1,2,1,103,1,731,1,1
2,2,2,1,1,1,1,1,1,1,104,1,798,0,1
2,1,2,2,0,1,1,1,2,1,105,1,598,1,1
1,2,1,1,1,1,1,1,1,1,106,1,657,1,1
2,1,1,1,1,1,0,1,1,1,107,1,944,1,1
2,1,1,1,0,0,0,1,1,1,108,1,454,1,1
1,2,2,2,1,0,1,1,2,1,109,1,546,1,1
2,1,1,2,1,0,0,1,2,1,110,1,783,0,1
1,1,1,2,1,1,1,1,1,1,111,0,680,0,1
1,1,1,2,0,0,0,1,1,1,112,1,997,0,1
2,1,1,1,1,1,0,1,1,1,113,1,728,1,1
1,2,1,1,1,0,0,1,1,1,114,1,1126,1,1
2,1,1,1,1,1,0,1,1,1,115,1,830,1,1
1,1,2,1,1,0,1,1,2,1,116,0,1324,0,1
1,2,1,1,0,1,1,1,1,1,117,1,937,1,1
2,2,2,1,1,0,0,1,1,1,118,0,1321,0,1
1,1,2,2,1,0,1,1,2,1,119,1,1315,1,1
2,2,2,2,1,1,0,1,2,1,120,1,566,1,1
1,2,2,2,1,1,0,1,2,1,121,0,864,1,1
2,1,1,1,1,1,1,1,1,1,122,0,767,1,1
2,2,1,1,0,1,0,1,1,1,123,1,404,1,1
1,2,1,2,1,0,0,1,1,1,124,0,1055,0,1
1,1,1,1,0,1,0,1,1,1,125,1,810,1,1
2,2,1,2,1,1,1,1,2,1,126,1,605,0,1
